Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
7/25/2009,Perth,7,14.7,1.6,4.2,8.7,SW,37,SSE,S,9,13,74,46,1027.3,1027.5,1,4,10,14.5,Yes,0,No
8/26/2010,Walpole,10.6,14,1.8,NA,NA,SSW,24,WNW,SSW,7,15,76,75,1029.6,1027.8,NA,NA,12,13.6,Yes,0,No
9/27/2009,Walpole,5.7,22.5,0,NA,NA,NNW,43,N,WNW,13,22,50,59,1018.8,1012.3,NA,NA,15.6,19.8,No,5.8,Yes
10/8/2010,CoffsHarbour,16.9,17.8,9.2,4.4,0.6,NA,NA,SW,SSE,15,9,96,87,1021.9,1020.9,8,8,17.1,17.2,Yes,7.4,Yes
10/13/2011,AliceSprings,14.8,38.9,0,11.4,11,WNW,63,N,WNW,20,43,24,7,1009.8,1004.3,2,NA,29.2,38,No,0,No
1/6/2009,NorfolkIsland,20.4,24.4,0,3,8.7,E,48,ESE,ESE,30,24,84,79,1014.5,1012.7,5,3,21.4,23.3,No,0,No
7/8/2011,CoffsHarbour,2.6,16.9,0,2.2,9.6,E,26,NA,NE,0,15,67,45,1023.9,1020.3,1,0,11.8,16.4,No,0,No
1/1/2012,Launceston,14,27,0,NA,NA,NW,33,NNE,NW,4,22,71,55,1017,1014.6,NA,NA,19.6,26.4,No,0,No
10/4/2010,Melbourne,15.5,23.5,0,6.8,6.5,NNE,61,N,NNE,41,43,54,47,1021.8,1018.2,7,5,18.6,22.7,No,1.8,Yes
11/1/2010,NorfolkIsland,16.5,20,5.4,4.6,7.2,E,61,E,E,31,39,70,59,1020.6,1019.5,7,7,17.6,19.1,Yes,0,No
8/24/2009,GoldCoast,17,27.6,0,NA,NA,NNW,48,NNW,N,13,22,73,75,1013.5,1008.4,NA,NA,22.8,23.3,No,0,No
7/6/2008,Canberra,-0.6,14,0,1.2,7.1,NW,41,WNW,NNW,2,22,86,59,1030,1026.3,5,5,3.7,13.6,No,0.8,No
9/23/2011,Canberra,1.4,25.3,0,5.6,11.4,NW,59,NNW,NW,24,33,27,15,1016.3,1015.6,0,NA,19.1,23.6,No,0,No
11/26/2010,CoffsHarbour,15.5,25.2,0,6,7.1,NE,46,NW,NNE,17,24,72,60,1020.1,1017.9,6,6,21.3,24.1,No,3.8,Yes
1/21/2009,Mildura,19.2,36.7,0,18.2,12.7,WNW,54,SSE,WNW,4,11,44,18,1010.7,1007,2,1,23.2,34.5,No,0.8,No
3/22/2011,GoldCoast,23.3,30.7,0.2,NA,NA,NNE,31,N,NNE,13,22,79,76,1002.8,1000,NA,NA,27.6,29.9,No,0,No
5/24/2008,Sydney,11.4,20.1,0,2.4,9.1,NA,NA,W,NW,13,2,71,39,1025.4,1022.7,1,1,13.3,19.3,No,0,No
1/19/2012,Moree,19.6,35.1,0,9.8,12.7,SSW,43,ENE,SE,13,6,68,31,1014,1011.1,1,4,25.5,33.6,No,0,No
2/18/2011,Cairns,23.3,33,0,6,8.8,ENE,30,SSE,E,15,22,66,56,1008.9,1005.5,8,3,28.5,32,No,0,No
3/4/2009,SalmonGums,6.1,24.2,0,NA,NA,SE,39,ESE,ESE,15,19,64,37,NA,NA,NA,NA,15.8,22.2,No,0,No
4/1/2010,Brisbane,20.5,27.7,1.4,2.8,6.3,ESE,26,SW,E,7,13,76,62,1016.7,1013.7,7,5,23.6,25.9,Yes,0,No
3/16/2011,Melbourne,15.4,22,0,3.8,8.2,S,39,S,SSE,11,24,55,49,1022,1021.3,6,4,16.8,21.2,No,0,No
10/31/2010,SalmonGums,-0.2,23.7,0,NA,NA,ESE,35,ENE,E,19,20,38,25,NA,NA,NA,NA,15.9,22.7,No,0,No
8/19/2010,Darwin,22.6,32.4,0,5,10.1,N,33,ESE,NNW,11,24,67,63,1013.3,1009.8,1,6,27.8,30.6,No,0,No
3/12/2011,NorfolkIsland,20.2,25.2,0,8,8.9,ESE,54,E,E,31,35,65,54,1023.8,1022.8,7,3,22.5,24,No,0,No
12/30/2009,Sale,11.3,27.9,0,7.8,13.3,E,39,E,ESE,19,28,62,47,1023.5,1018.6,0,0,20.4,26.8,No,0,No
3/17/2011,AliceSprings,21,33.3,0,7.4,10.7,NE,44,N,NE,15,9,68,46,1011.3,1007.7,3,6,26.5,32.6,No,3.8,Yes
10/17/2011,Hobart,5.4,18.6,8.2,4.4,10.8,WSW,43,NW,NW,11,28,49,38,1027.1,1028.5,NA,NA,12,17.1,Yes,0,No
6/8/2009,Bendigo,4.6,12,1,0.4,NA,NW,31,NW,NW,17,15,90,83,1008.5,1006.7,8,6,8.6,10.8,No,5.2,Yes
2/3/2011,Launceston,14.9,26.8,0,NA,NA,NNW,37,NNW,NW,4,19,83,53,1010.9,1010.6,NA,NA,18.3,25.3,No,0,No
12/5/2010,SalmonGums,8.6,27.6,0,NA,NA,W,39,W,W,20,22,46,26,NA,NA,NA,NA,20.8,26,No,0,No
4/2/2009,Williamtown,19.1,25.8,84.4,NA,4,ESE,39,ESE,E,17,28,89,77,1021.5,1020,7,7,22.4,24.2,Yes,0.8,No
1/28/2012,SydneyAirport,20.8,27,0,6.2,3.5,E,39,E,E,20,26,66,64,1016.2,1013.2,7,6,23.4,26,No,0,No
2/24/2010,MountGinini,4.5,17.7,0,NA,NA,ESE,30,N,N,2,7,86,65,NA,NA,NA,NA,9.4,16.6,No,0.4,No
6/29/2009,Dartmoor,8.1,17.8,1.8,1,4.5,N,54,N,NNW,17,24,99,77,1003.9,1001.1,NA,NA,11.9,15.9,Yes,0.4,No
3/2/2010,MountGambier,11.2,22.6,0,5.4,12,SSE,48,SE,SSE,24,31,61,42,1023.5,1020.7,4,1,15.7,21.6,No,0,No
5/27/2009,Cairns,20.4,27.3,12.2,2.2,3.8,SE,37,SSE,SE,15,24,90,68,1016.2,1012.9,7,7,21.8,26.1,Yes,0.4,No
2/21/2011,Portland,11.5,16.9,0.6,5,3.9,WSW,46,WSW,SSW,24,19,89,62,1020.7,1023.6,8,8,12,15.3,No,0.2,No
6/26/2011,MountGinini,-1.6,3.4,0,NA,NA,W,43,WNW,W,17,13,88,73,NA,NA,NA,NA,-0.1,2.9,No,0,No
1/29/2012,Moree,19.4,25.2,17.8,5.4,0.1,ENE,52,NE,NE,17,22,84,89,1007.2,1005.1,7,8,21.8,22.9,Yes,2.8,Yes
6/17/2010,Moree,8.3,19.8,0,3.4,0.4,N,39,NNE,WNW,19,20,70,59,1022.4,1018.1,7,8,13.4,19.3,No,7.2,Yes
9/17/2009,SalmonGums,4.5,23.3,0,NA,NA,NNW,50,NW,NNW,15,24,59,26,NA,NA,NA,NA,15.2,23.3,No,0,No
6/11/2010,Brisbane,11.5,21.3,0,3.6,4.5,WSW,17,SW,NW,4,4,60,45,1021.7,1017.6,8,1,13,21.1,No,0,No
12/9/2010,Williamtown,22.2,35.3,0,8.8,4.5,WNW,41,N,WNW,13,26,67,43,1012.5,1009.5,6,1,26.5,33,No,4.4,Yes
2/8/2010,Watsonia,16.3,36.2,0,7.2,12.8,WSW,31,ENE,SSW,11,15,74,25,1021.1,1018.5,1,1,21.5,35.7,No,0,No
3/15/2009,PerthAirport,16.5,39.7,0,12.2,7.1,E,61,ENE,NE,30,13,33,14,1014.2,1010.7,7,6,22,37.3,No,0,No
5/29/2010,MountGambier,10.1,15.1,1.2,0.6,2.3,SW,39,NA,SSW,0,22,97,88,1006.1,1007.8,8,7,11.2,14.9,Yes,10.6,Yes
5/29/2010,Brisbane,17.1,21,6.4,1.8,0.4,WNW,28,NW,W,4,15,92,69,1013.2,1009.3,8,7,19.3,19.2,Yes,2.8,Yes
1/12/2012,Moree,11.7,28.8,0,15.4,13.5,SW,50,S,SSW,20,24,27,10,1013.4,1011,1,3,19.6,27.7,No,0,No
4/5/2010,MelbourneAirport,13,26.3,0,4.6,9.9,N,50,N,N,24,31,47,35,1018.3,1014.9,1,3,20.4,25.5,No,0,No
4/26/2009,Witchcliffe,11.6,20.4,0.4,NA,NA,SSE,26,E,SSE,7,13,83,65,1024.4,1022.6,NA,NA,16.3,18.8,No,0,No
6/1/2010,Brisbane,11.8,22.4,0,2.6,5.2,W,19,SW,WSW,7,4,60,61,1017,1014.8,1,7,18.4,20.9,No,0.4,No
8/3/2010,GoldCoast,9.6,22.6,0,NA,NA,WNW,41,WSW,S,24,11,44,35,1013.3,1011.2,NA,NA,15.4,22.6,No,0,No
5/25/2010,Newcastle,12.4,18,10.6,NA,NA,NA,NA,NA,NA,0,0,99,87,NA,NA,8,6,14.6,17.7,Yes,2,Yes
6/5/2010,BadgerysCreek,11.5,20.4,5.2,NA,NA,SSW,31,SW,WSW,22,20,69,48,1015.1,1012.2,NA,NA,15.1,19,Yes,0,No
8/6/2009,Albany,12.4,15,7,3.6,6,NA,NA,SSW,WSW,13,9,77,57,1014.1,1016.2,4,2,13,14.4,Yes,0,No
3/29/2011,Perth,18.7,32.9,0,7.4,10.9,SE,35,ESE,SW,11,9,56,25,1018.9,1016.2,2,6,23,32.6,No,0,No
1/10/2011,Newcastle,21.8,29.5,3.6,NA,NA,NA,NA,NE,SE,7,15,86,67,NA,NA,7,6,23.6,28,Yes,2,Yes
7/19/2010,Canberra,0.2,9.9,0,1.6,0.6,SE,24,SE,NNW,4,13,89,68,1019.2,1017.6,7,7,5.5,9.4,No,0.6,No
6/9/2010,Hobart,4.8,13.2,0,1.8,3.5,SW,48,WNW,WSW,6,20,67,58,998.4,997.7,5,6,9.7,9.2,No,3.2,Yes
2/19/2011,SydneyAirport,22.4,32.5,0,4.4,7.8,NE,48,N,NE,19,37,73,56,1011.3,1006.1,7,7,25.9,30.9,No,0,No
4/24/2010,Richmond,15.2,28.6,0,NA,NA,NW,39,NE,NW,13,26,71,45,1014.6,1009.6,NA,NA,20.1,28.1,No,5,Yes
5/15/2009,Cobar,7.5,21.2,0,3.4,10.4,WSW,37,W,W,9,19,50,32,1019.6,1016.6,1,1,15.3,20.2,No,0,No
4/22/2010,Sydney,16.7,25.7,0,5.4,10.6,NA,NA,WNW,E,11,19,81,63,1022.9,1019.4,1,1,19.3,23.9,No,0,No
3/26/2010,Cairns,23.2,28.3,115.8,6.2,0.2,SE,54,SSE,ESE,19,28,96,93,1014.1,1011.7,8,8,23.7,24.1,Yes,54,Yes
1/12/2012,Penrith,10,25,0,NA,NA,SSW,31,SSW,SSE,15,7,46,31,NA,NA,NA,NA,18.8,25.1,No,0,No
3/17/2010,Hobart,15.9,26.7,0,5.6,2.8,NNW,46,NNW,WNW,28,24,59,35,1017.5,1017.5,6,7,20.1,26.1,No,0.4,No
5/15/2011,Albury,-0.7,13.7,0,NA,NA,W,15,NA,WSW,0,9,95,57,1031.5,1029.9,8,5,3.3,12.3,No,0,No
3/28/2011,Moree,13.1,30.6,0,7.2,10.4,ESE,33,E,SE,13,17,58,23,1022.7,1019.2,0,4,18.9,29.6,No,0,No
2/10/2009,BadgerysCreek,16.6,19.4,2,NA,NA,SSW,46,W,SSE,2,9,92,93,1011.9,1010.5,NA,NA,17.7,19.3,Yes,4.6,Yes
11/10/2009,Albany,16,22,0,3.8,6.1,NA,NA,E,SE,7,19,63,90,1011,1006.8,7,8,19.5,18.8,No,0.8,No
8/31/2010,Albany,8.5,15.3,2.6,1.8,4.2,NA,NA,NA,SE,0,30,88,68,1016.3,1016.9,5,5,12,14,Yes,1.2,Yes
3/22/2011,Witchcliffe,13.5,29.9,0,NA,NA,NNW,33,ENE,W,7,17,58,57,NA,NA,NA,NA,21.8,27.3,No,0,No
2/21/2010,NorfolkIsland,19.9,26,1,7.6,7.5,E,52,ENE,E,30,30,91,64,1022.1,1021.3,8,5,19.9,24.3,No,0.6,No
9/19/2010,Williamtown,8.1,19.4,0,5.2,2.7,N,24,WNW,SE,9,13,67,67,1021.9,1019.8,8,8,15.3,17.6,No,0,No
9/13/2010,Portland,8.5,12.4,5.6,3.6,2.2,NW,43,SSW,SSE,11,11,70,58,1016.4,1017.5,7,6,10.7,11,Yes,0.2,No
11/8/2010,Brisbane,19,26.2,0,7,2.8,E,24,ENE,ENE,11,13,63,61,1021.9,1020.3,8,7,24.2,24.3,No,0.6,No
7/8/2010,Perth,4.7,17.8,0,3.4,2.6,N,37,NNE,NW,15,11,47,94,1005.1,1000.1,7,8,13,15,No,40.6,Yes
7/4/2009,Launceston,1.3,14.7,0,NA,NA,WSW,50,WNW,WSW,6,33,93,43,1007.7,1004,NA,NA,5,13.7,No,0,No
7/21/2011,Nuriootpa,1.7,12.5,0,1.2,9.5,ESE,20,SE,ESE,13,9,83,57,1027.7,1025,1,3,6.3,11.5,No,0,No
2/10/2010,GoldCoast,21.5,28.7,6.6,NA,NA,SE,46,SSE,SSE,30,30,68,65,1019,1017.1,NA,NA,27.2,28,Yes,0,No
9/25/2010,Perth,11,26.9,0,5.4,11.1,SSW,31,E,WSW,9,17,67,47,1024.1,1020,0,0,18.6,24.2,No,0,No
2/18/2010,Dartmoor,14.4,23.8,0,5.4,10.7,SE,43,SE,SE,20,22,75,49,1024.6,1022.8,NA,NA,17.8,22.1,No,0,No
9/14/2010,Melbourne,6.4,15.6,0,1.8,10.1,S,30,ENE,S,13,15,54,43,1017.1,1013.8,3,3,10.8,14.9,No,0,No
3/1/2011,Mildura,14.5,24.9,0,9.2,10.7,S,43,SSW,SSW,19,19,62,36,1013.7,1013.7,7,4,15.5,23.2,No,0,No
6/24/2009,MelbourneAirport,7.5,16.1,2.6,0.6,7.8,N,37,N,N,20,11,77,50,1014,1012.5,6,2,10.3,15.5,Yes,0,No
8/29/2010,NorahHead,9.1,18,0,NA,NA,W,24,WSW,SE,7,17,66,64,1028.8,1026.1,NA,NA,13.6,16.6,No,0,No
12/26/2010,MelbourneAirport,13.3,20,0,3,6.1,SE,44,S,S,17,28,67,71,1009.1,1008.1,7,7,16.2,15.3,No,0,No
10/2/2010,Portland,3.6,17,0.2,2.4,11,E,35,NNE,E,11,20,61,51,1027.9,1024.6,NA,0,12.8,16.3,No,0.2,No
11/28/2009,MountGinini,7.3,17.7,0,NA,NA,NW,57,NW,WNW,31,24,76,45,NA,NA,NA,NA,13.6,16.7,No,0.4,No
11/2/2011,Richmond,11.4,26.3,0.2,3.8,NA,ESE,46,NA,SE,0,30,72,43,1011.4,1008.1,NA,NA,18.2,24.2,No,0.4,No
12/28/2011,Ballarat,8,23.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,No,0,No
7/13/2011,SalmonGums,3,17.1,0.2,NA,NA,ESE,20,NNE,ESE,7,6,94,53,NA,NA,NA,NA,9.9,15.3,No,0,No
3/17/2011,MountGambier,4.8,19.9,0,3.4,9.6,S,37,SE,SSE,9,24,75,43,1024.4,1021.9,7,1,12.1,19.5,No,0,No
9/28/2009,Hobart,8.5,13.3,18,7.8,4.3,SSW,50,S,SSE,26,24,88,66,1009.7,1008.9,7,4,9.6,12.2,Yes,0,No
11/27/2010,Darwin,26.5,33.5,0,5.4,5.9,WNW,35,NNW,SW,9,17,67,64,1008.5,1004.9,5,7,30.9,31.2,No,7.6,Yes
12/6/2009,Albany,16.1,18.8,0,7.6,NA,NA,NA,SSE,ESE,11,11,80,77,1019.4,1018.6,8,8,16.9,18.3,No,2,Yes
8/1/2011,Witchcliffe,11.5,18.4,6.2,NA,NA,WNW,65,NW,NW,26,33,80,75,1006.9,1005.5,NA,NA,15.6,16.4,Yes,6.6,Yes
1/21/2010,Perth,18.4,27.5,0,10.6,10,SSW,46,SSE,SSW,11,24,56,43,1015.6,1012.6,6,0,20.6,26.1,No,0,No
1/8/2009,SydneyAirport,20.2,21.7,0.2,9.8,0,SSW,56,S,S,33,35,85,78,1012.4,1013.6,8,8,20.7,19.7,No,0,No
6/11/2010,NorahHead,6.9,15.2,0,NA,NA,WSW,20,W,SSE,7,6,62,52,1020.5,1016.7,NA,NA,10.1,14.1,No,0,No
12/16/2011,SalmonGums,14.5,23.2,2.8,NA,NA,SSW,44,SSE,S,13,22,82,57,NA,NA,NA,NA,17,21.8,Yes,0,No
7/13/2011,Ballarat,6.1,10.4,0.6,NA,NA,WSW,48,W,SW,22,26,99,89,1020.3,1020.4,8,8,6.9,7.3,No,2.6,Yes
11/29/2009,Cairns,21.3,29.8,0,5.2,10.8,NNE,33,NNW,NNE,13,17,63,69,1011,1006.9,4,2,27.7,28.7,No,0,No
8/9/2009,Brisbane,8.2,22,0,5,9.8,NE,19,SW,NE,11,9,59,43,1021.3,1017.6,1,1,14.3,21.1,No,0,No
9/20/2010,Adelaide,8.8,15.6,0,7.4,0.6,SSW,28,S,WSW,7,13,65,72,1032.3,1029.7,NA,NA,12.4,14.2,No,0,No
8/29/2010,Darwin,23.4,34.7,0,7,11.3,ESE,41,E,NW,17,24,62,30,1015.8,1011.6,1,0,27.9,33.4,No,0,No
3/1/2010,Albury,14.4,NA,0,NA,NA,NA,NA,SE,SSE,19,20,50,35,1018.5,1016.2,6,NA,17.1,25.5,No,NA,NA
8/15/2010,Moree,8.6,20.2,0,3.6,9.5,WNW,59,WNW,W,22,35,48,28,1013.4,1012.5,2,1,15.7,18.7,No,0,No
7/31/2010,WaggaWagga,9.1,12.5,0,0.2,2.5,W,41,W,W,20,17,89,87,1014.8,1016.8,8,7,11.2,11.4,No,0.6,No
3/24/2009,Nuriootpa,12.7,NA,0.4,5.4,0.3,NA,NA,N,W,6,13,65,46,1016.5,1014.7,8,8,16.1,23.3,No,0,No
5/29/2011,Canberra,-0.6,16.8,0,1.2,7,E,15,ESE,E,6,7,88,49,1027.1,1023.2,3,6,5.5,14.8,No,0,No
3/8/2011,Walpole,11.6,23.3,0.2,NA,NA,SSW,30,NW,S,11,17,71,58,1015.8,1014.7,NA,NA,18.8,21.3,No,0,No
10/9/2010,SalmonGums,14.9,34.2,0,NA,NA,NW,54,N,NW,30,24,14,8,NA,NA,NA,NA,26.3,33.7,No,0,No
4/25/2009,NorahHead,17.2,24.1,0.4,NA,NA,NW,44,WNW,W,13,11,52,47,1005.3,1003.1,NA,NA,20.4,23.2,No,0,No
1/21/2009,Penrith,22.8,39.8,0,NA,NA,S,57,N,WNW,9,9,64,25,NA,NA,NA,NA,26,37.5,No,2.2,Yes
8/27/2011,Sale,2.5,16.4,0,2.6,10.5,WNW,35,NNW,W,17,13,73,45,1022.1,1019.4,3,4,10.4,15.2,No,0,No
4/2/2009,Townsville,22.3,32.5,0,7,10.8,NE,39,NW,NE,7,17,69,47,1012.5,1009.8,2,1,28.1,30.5,No,0,No
6/23/2009,Darwin,23.2,32.3,0,4,5,NE,39,E,NE,13,22,72,35,1013.2,1009.8,7,5,25.3,31.2,No,0,No
1/7/2010,Richmond,19.5,24.4,0.2,NA,NA,E,30,SW,SE,7,13,76,59,1018.3,1016.7,NA,NA,21.2,24.1,No,0.6,No
12/26/2008,Adelaide,18,33.6,0,NA,13.4,W,22,SW,W,7,11,40,21,1009.7,1006.2,NA,NA,25.3,32.5,No,2.6,Yes
10/17/2010,Dartmoor,7.8,14.8,2.6,2.8,5.3,WSW,41,W,W,17,22,99,71,1017.2,1017.7,NA,NA,9.8,14,Yes,0.6,No
8/1/2011,Watsonia,6,18.5,0,3,5.1,N,50,NE,N,11,20,87,53,1017.2,1014.6,2,7,11.7,16.7,No,1.4,Yes
9/18/2009,Dartmoor,3.7,18.4,0.6,2.8,10.3,N,28,N,NNE,11,9,85,57,1022.5,1017.1,NA,NA,10.3,18,No,0.2,No
9/22/2010,Witchcliffe,3.7,24.3,0,NA,NA,W,20,NA,W,0,15,75,36,1030.2,1027.5,NA,NA,15,22.5,No,0,No
3/27/2011,Sale,7.5,21,0,2,9.2,SE,26,WNW,WSW,11,4,89,56,1027,1025,3,2,12.9,19.4,No,0,No
10/8/2011,Watsonia,11,18.8,3.2,2.8,3.2,SSW,26,WSW,SSW,9,13,100,69,1013.1,1011.1,8,7,13.3,18.5,Yes,5.6,Yes
6/7/2008,Canberra,-0.2,15.5,0,1.4,9,NE,28,N,ESE,4,11,86,42,1027.6,1027,1,1,4.9,14.5,No,0,No
12/29/2011,Mildura,14.1,32,0,11.8,12.8,SSE,39,SSE,S,19,17,40,7,1016.6,1013.7,0,1,18.8,30.7,No,0,No
5/14/2009,GoldCoast,12.8,25.6,0,NA,NA,WNW,30,W,WSW,9,9,55,29,1016.4,1013,NA,NA,19.9,24.4,No,0,No
7/22/2010,Melbourne,6.9,12.9,0,1,0.3,SW,31,WNW,SW,13,17,83,92,1032.6,1032,8,8,9.7,12.2,No,2,Yes
11/8/2011,Launceston,10.8,20.1,7.2,NA,NA,NNW,35,E,NW,4,15,93,80,1010,1008.4,NA,NA,12.7,19.9,Yes,4.4,Yes
6/13/2011,Mildura,2.6,15,0.2,1.2,6.2,SE,20,S,SSE,11,11,99,53,1028.3,1025.5,3,7,3.7,14.1,No,0,No
2/6/2010,Wollongong,19.8,21.8,NA,NA,NA,S,65,NA,S,NA,43,NA,94,NA,1018,NA,8,NA,21.4,NA,13.6,Yes
7/17/2010,Penrith,2.5,17.6,0.2,NA,NA,NE,20,N,NE,7,13,98,45,NA,NA,NA,NA,6.5,17.1,No,0,No
8/30/2010,MountGinini,-3.8,6.1,0,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,0.4,NA,No,NA,NA
3/25/2011,Brisbane,16.3,29.9,0,7.8,8.6,W,37,SW,W,4,15,43,34,1011.7,1008.7,1,4,25.8,29.3,No,0,No
10/7/2008,Hobart,5.6,14.8,2.8,3.6,8.5,WNW,87,WNW,W,24,28,51,34,1002.2,1003.8,7,6,11.8,14,Yes,0,No
6/27/2009,Cairns,19.3,30.5,0,4,10.7,N,31,WSW,NNW,9,13,71,57,1011.8,1007,1,1,25.8,27.7,No,0,No
1/16/2010,Sydney,21.7,25.9,0.2,5.4,4.8,NA,NA,NE,ENE,11,22,72,63,1014,1009.6,6,7,23.4,24.5,No,0,No
10/20/2011,BadgerysCreek,6.8,28.3,0,NA,NA,E,26,SSW,NNE,4,13,86,23,1028.2,1022.4,NA,NA,15.8,27.6,No,0,No
9/11/2008,Melbourne,9.3,18.9,0,5,5.7,N,67,N,N,46,39,32,24,1014.8,1009.9,4,7,14.5,17.3,No,0,No
12/10/2008,MountGambier,7.5,19.9,4.2,2,14,SSE,50,SE,SSE,20,35,58,43,1014.2,1012.2,4,3,14.9,19.3,Yes,0,No
7/22/2009,BadgerysCreek,5.3,25.4,0,NA,NA,W,70,N,WNW,22,43,62,28,1011.3,1005.5,NA,NA,18.6,23.5,No,1.6,Yes
4/30/2010,Mildura,13.6,20,0,4,7.9,SSW,19,ESE,SW,9,9,55,42,1028.9,1025.5,7,2,15.4,19.4,No,0,No
4/11/2009,Williamtown,12.3,24.2,0,2.4,4.1,SE,19,N,ESE,7,11,86,75,1024.7,1022.4,3,7,19.9,22.8,No,0.2,No
7/11/2009,SydneyAirport,8.7,17.3,0.2,2,3.6,NE,24,NW,NE,13,17,85,51,1022.3,1018.3,7,7,11.6,16.4,No,0,No
10/10/2010,Wollongong,13.4,19.6,0,NA,NA,ESE,39,ESE,ESE,28,30,66,71,1032.1,1033.1,8,7,18.1,18,No,1,No
4/23/2010,Launceston,9.9,18.3,10.8,NA,NA,NNW,50,SW,NNW,4,20,97,93,1012.3,1007.8,NA,NA,17.3,17.2,Yes,13.8,Yes
5/20/2011,MountGambier,11,20.7,0,2.4,6,NNE,30,NNE,NNE,11,17,58,35,1023.4,1019.1,7,1,12.6,20.5,No,0,No
5/28/2011,SalmonGums,1.9,21.3,0,NA,NA,N,28,N,NNE,15,11,62,34,NA,NA,NA,NA,12.6,20.4,No,0,No
5/4/2010,MountGinini,5,9.5,0,NA,NA,WNW,57,NNW,NW,19,35,97,98,NA,NA,NA,NA,8.1,8.9,No,22.4,Yes
6/17/2010,AliceSprings,5.3,25.2,0,3.6,10.1,SSW,30,N,SSE,9,17,36,13,1021.2,1019.1,1,1,14.3,25.2,No,0,No
12/14/2009,Cairns,22.6,33,0.4,8.6,10.9,ENE,37,SSE,ESE,13,28,58,51,1012.8,1010.6,4,2,29,30.6,No,0,No
7/5/2009,Williamtown,9,17.4,0,5,9.4,WNW,48,WNW,SSW,26,22,64,32,1016,1016,5,5,12.5,15.9,No,0,No
11/27/2009,Mildura,15.3,33.4,13.2,2.6,11.5,WNW,102,N,N,11,26,68,29,1009.4,1005.1,1,2,21.6,30.7,Yes,1.6,Yes
3/17/2009,NorfolkIsland,21.4,26.3,0,6.8,8.9,E,37,E,E,28,17,79,76,1014.6,1013.3,2,3,24,24.8,No,0,No
11/14/2010,Albury,19.2,22.6,52.6,NA,NA,N,26,WNW,WNW,15,15,93,73,1013.9,1013.2,8,NA,19.2,22.1,Yes,2.4,Yes
3/8/2011,Sydney,17.6,25.8,0.2,6.8,10.4,NNE,48,W,NE,7,30,71,60,1019.7,1015.8,NA,NA,21.2,25.2,No,0,No
3/28/2009,MelbourneAirport,8.4,27.3,0,4,9.6,N,26,N,SSW,15,11,74,20,1023.8,1020.8,3,1,12.2,25.8,No,0,No
12/16/2010,Moree,20.8,32.4,0.2,9,5,N,54,E,S,28,6,89,46,1007.6,1001.7,7,6,21,32.2,No,1.4,Yes
2/12/2011,Mildura,17.8,23.3,0,8,3,SSE,37,S,S,19,17,65,57,1018.6,1017.6,7,7,18.3,21.8,No,0,No
1/27/2012,Newcastle,20.5,28.2,0,NA,NA,NA,NA,SE,NE,6,9,74,67,NA,NA,5,5,25.6,26.9,No,9,Yes
8/22/2008,Hobart,1.4,12.7,5.2,2.2,9.5,NNW,28,NNW,WSW,15,13,66,40,1025.5,1023.4,1,2,5.4,11.8,Yes,0,No
3/16/2009,Portland,11.7,16.7,2.8,3,5.9,WSW,50,WSW,SW,20,22,93,73,1013.4,1015.3,5,7,12.4,15.3,Yes,0.6,No
7/25/2011,MountGinini,-2,0.2,3,NA,NA,W,41,W,W,17,19,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,No
5/27/2010,AliceSprings,6.8,21.7,0,4,3.9,N,44,ENE,NNW,9,20,69,42,1016.6,1012.6,3,7,14.6,21.5,No,1.6,Yes
5/23/2009,Watsonia,6.2,22.8,0,2,5,NNE,31,ENE,NE,9,15,80,36,1021.2,1018.1,7,7,10,21.7,No,0,No
1/22/2012,Ballarat,14.4,32.6,0,NA,NA,SE,54,NNE,N,33,13,60,33,1018.7,1017.3,0,NA,23.1,31.1,No,0,No
3/28/2009,Melbourne,9.7,26.7,0,4,9.6,N,26,N,SSW,15,11,77,38,1024.4,1021.1,3,1,11.6,24.6,No,0,No
12/2/2011,Albany,16.2,22.1,0,8,12.8,NA,NA,E,ESE,30,28,53,64,1022.9,1020.3,4,2,19.2,20.5,No,0,No
1/29/2010,Darwin,22.7,31.9,15.2,2.6,4.7,WNW,57,W,W,26,37,79,71,1006.1,1003.7,7,8,28.7,31,Yes,13.2,Yes
6/20/2009,MountGambier,7.2,16,0,2,3,N,65,NNE,N,31,33,70,52,1014.1,1010,7,7,11.8,15.3,No,0.4,No
10/1/2009,Albany,9.8,16,2.8,2,7,NA,NA,WNW,SW,6,6,92,76,1022.1,1020.9,7,6,13.1,15,Yes,0,No
1/28/2011,Albury,12.6,32.3,0,NA,NA,E,28,SE,SSE,13,9,56,20,1017.8,1015.9,NA,NA,20.6,30.6,No,0,No
11/3/2009,Darwin,23.8,33,14.8,8.8,7.6,WNW,33,NNE,NNW,9,13,70,79,1013.3,1009.6,4,6,29.1,29,Yes,7.4,Yes
