Status,Credit.Grade,Amount,Age,Borrower.Rate,Debt.To.Income.Ratio
Current,D,8750,2,0.2575,0.13
Current,D,3500,1,0.2,0.13
Current,D,1000,1,0.15,0.13
Current,D,2359,1,0.2,0.13
Current,D,5000,1,0.167,0.13
Current,E,2550,2,0.27,0.13
Current,E,2000,7,0.27,0.13
Current,E,2600,1,0.1985,0.13
Current,E,3000,2,0.29,0.13
Current,E,3000,1,0.26,0.13
Current,E,4000,1,0.25,0.13
Current,E,4000,2,0.264,0.13
Current,E,1100,2,0.2,0.13
Current,E,1000,0,0.17,0.13
Current,E,4600,3,0.2088,0.13
Current,E,2550,1,0.29,0.13
Current,E,1600,2,0.1805,0.13
Current,E,4000,2,0.27,0.13
Current,E,4000,3,0.29,0.13
Current,E,3001,1,0.24,0.13
Current,E,3500,4,0.275,0.13
Current,E,3000,3,0.255,0.13
Current,E,3500,3,0.29,0.13
Current,E,4900,4,0.26,0.13
Current,E,4000,5,0.28,0.13
Current,E,3000,4,0.283,0.13
Current,E,1400,6,0.1775,0.13
Current,E,5500,1,0.28,0.13
Current,E,1000,7,0.1925,0.13
Current,E,2200,6,0.25,0.13
Current,E,3000,5,0.234,0.13
Current,E,2990,6,0.28,0.13
Current,E,8000,6,0.199,0.13
Current,E,5000,8,0.229,0.13
Current,E,2550,8,0.2,0.13
Current,E,3000,6,0.2665,0.13
Current,E,3000,5,0.2825,0.13
Current,E,2000,8,0.2375,0.13
Current,E,1000,4,0.23,0.13
Current,E,3000,5,0.29,0.13
Current,E,3000,5,0.29,0.13
Current,E,2500,5,0.25,0.13
Current,E,2500,6,0.175,0.13
Current,E,2550,7,0.25,0.13
Current,E,1000,5,0.25,0.13
Current,E,1000,3,0.185,0.13
Current,E,2000,3,0.1925,0.13
Current,E,4500,4,0.2325,0.13
Current,HR,1000,3,0.095,0.13
Current,HR,2679,5,0.18,0.13
Current,HR,1000,7,0.1775,0.13
Current,HR,1200,8,0.2375,0.13
Current,HR,5000,7,0.12,0.13
Current,HR,1025,7,0.2475,0.13
Current,HR,2550,5,0.29,0.13
Current,HR,1000,4,0.29,0.13
Current,HR,1000,5,0.2123,0.13
Current,HR,2550,6,0.29,0.13
Current,HR,1000,7,0.2625,0.13
Current,HR,3000,6,0.2,0.13
Current,HR,2000,8,0.1575,0.13
Current,HR,1500,6,0.2475,0.13
Current,HR,2100,3,0.24,0.13
Current,HR,2550,3,0.29,0.13
Current,HR,2000,3,0.2725,0.13
Current,HR,3000,4,0.29,0.13
Current,HR,2500,3,0.19,0.13
Current,HR,5000,4,0.19,0.13
Current,HR,6001,2,0.23,0.13
Current,HR,2000,1,0.17,0.13
Current,HR,1000,7,0.24,0.13
Current,HR,1500,7,0.25,0.13
Current,HR,3035,5,0.15,0.13
Current,HR,3000,2,0.29,0.13
Current,HR,2500,2,0.15,0.13
Current,HR,3001,1,0.2895,0.13
Current,HR,1200,2,0.2,0.13
Current,HR,7000,2,0.235,0.13
Current,HR,1000,1,0.29,0.13
Current,HR,3001,5,0.275,0.13
Current,HR,1000,5,0.24,0.13
Current,HR,1000,4,0.15,0.13
Current,NC,1600,5,0.17,0.13
Default,D,6000,9,0.2275,0.13
Late,E,2500,8,0.2375,0.13
Late,E,3600,5,0.24,0.13
Late,E,1500,5,0.29,0.13
Late,HR,3800,5,0.29,0.13
Late,HR,2600,3,0.29,0.13
Late,HR,1000,7,0.2075,0.13
Late,E,2500,6,0.23,0.13
Late,E,3500,5,0.235,0.13
Late,E,6000,7,0.2875,0.13
Late,HR,1025,5,0.29,0.13
Late,HR,5000,7,0.2875,0.13
Late,D,3000,6,0.1575,0.13
Late,E,8000,6,0.28,0.13
Late,E,4000,4,0.29,0.13
Late,HR,1500,5,0.2875,0.13
Current,A,3001,10,0.15,0.131
Current,HR,8500,11,0.1325,0.131
Default,HR,6500,9,0.3,0.131
Late,E,3000,9,0.2375,0.131
Current,A,1500,8,0.0775,0.132
Current,B,6000,8,0.1545,0.132
Current,C,4500,8,0.1475,0.132
Current,D,7000,11,0.1375,0.132
Current,D,3000,11,0.145,0.133
Current,HR,1000,8,0.2075,0.133
Current,A,8000,8,0.1033,0.134
Current,B,7000,9,0.1225,0.134
Current,D,3031,9,0.3,0.134
Current,D,2600,8,0.2375,0.134
Current,HR,2600,9,0.3575,0.134
Default,C,10100,8,0.18,0.134
Current,AA,25000,9,0.1235,0.135
Current,B,5000,10,0.15,0.135
Current,B,4000,10,0.1185,0.135
Current,C,2000,8,0.15,0.135
Current,C,5000,9,0.149,0.135
Current,A,14000,8,0.114,0.136
Current,C,6500,8,0.16,0.136
Current,E,2500,8,0.2375,0.136
Current,B,3000,10,0.0945,0.137
Current,C,3001,9,0.132,0.137
Current,D,3400,10,0.132,0.137
Current,A,18000,9,0.15,0.138
Current,A,15000,9,0.1075,0.138
Current,C,3750,10,0.23,0.138
Current,E,3000,8,0.2375,0.138
Current,HR,1500,8,0.2375,0.138
Default,B,5000,9,0.109,0.138
Late,E,3001,8,0.2375,0.138
Late,E,4500,9,0.2375,0.138
Current,HR,2900,8,0.2375,0.139
Default,E,2750,9,0.2375,0.139
Late,HR,5000,9,0.35,0.139
Current,A,5000,4,0.149,0.14
Current,A,1000,5,0.08,0.14
Current,A,10000,3,0.0999,0.14
Current,A,9000,1,0.1225,0.14
Current,A,2550,3,0.11,0.14
Current,A,3000,6,0.0822,0.14
Current,AA,3000,1,0.0799,0.14
Current,AA,19000,1,0.09,0.14
Current,AA,5000,8,0.0875,0.14
Current,AA,4450,5,0.0805,0.14
Current,AA,25000,1,0.1038,0.14
Current,AA,20000,7,0.15,0.14
Current,AA,15000,8,0.1238,0.14
Current,AA,25000,8,0.13,0.14
Current,AA,20000,7,0.12,0.14
Current,AA,1000,4,0.0838,0.14
Current,AA,5000,1,0.077,0.14
Current,B,2500,6,0.14,0.14
Current,B,5000,6,0.155,0.14
Current,B,9000,5,0.15,0.14
Current,B,3001,5,0.134,0.14
Current,B,3001,5,0.138,0.14
Current,B,2000,4,0.14,0.14
Current,B,2000,3,0.0925,0.14
Current,B,5000,7,0.11,0.14
Current,B,6001,6,0.14,0.14
Current,B,4000,2,0.1159,0.14
Current,B,7000,4,0.145,0.14
Current,B,2000,3,0.1399,0.14
Current,B,11500,2,0.135,0.14
Current,B,20000,4,0.19,0.14
Current,B,1000,6,0.0875,0.14
Current,B,8000,2,0.16,0.14
Current,B,15000,1,0.16,0.14
Current,B,6500,7,0.14,0.14
Current,B,3300,1,0.13,0.14
Current,C,6000,1,0.15,0.14
Current,C,5000,1,0.225,0.14
Current,C,3500,4,0.1488,0.14
Current,C,4000,3,0.1385,0.14
Current,C,4000,3,0.25,0.14
Current,C,3000,3,0.17,0.14
Current,C,4000,1,0.15,0.14
Current,C,6001,4,0.1735,0.14
Current,C,5000,1,0.17,0.14
Current,C,1000,4,0.15,0.14
Current,C,6000,6,0.2075,0.14
Current,C,3200,5,0.15,0.14
Current,C,8500,6,0.168,0.14
Current,C,2600,5,0.12,0.14
Current,C,4000,8,0.18,0.14
Current,C,1850,8,0.165,0.14
Current,C,4500,4,0.141,0.14
Current,C,9600,4,0.148,0.14
Current,C,13000,7,0.18,0.14
Current,C,7000,8,0.1575,0.14
Current,C,10000,1,0.1568,0.14
Current,C,5100,5,0.1875,0.14
Current,C,10000,6,0.18,0.14
Current,C,4000,7,0.149,0.14
Current,C,4000,7,0.17,0.14
Current,D,7000,3,0.225,0.14
Current,D,5000,2,0.195,0.14
Current,D,3000,6,0.26,0.14
Current,D,4000,3,0.2,0.14
Current,D,9900,2,0.2,0.14
Current,D,4175,6,0.2125,0.14
Current,D,4999,4,0.1595,0.14
Current,D,8925,5,0.23,0.14
Current,D,1900,6,0.1799,0.14
Current,D,1500,5,0.16,0.14
Current,D,6200,6,0.16,0.14
Current,D,5000,5,0.17,0.14
Current,D,10001,3,0.2195,0.14
Current,D,3000,7,0.2585,0.14
Current,D,2500,3,0.15,0.14
Current,D,3000,4,0.1819,0.14
Current,D,1025,1,0.1499,0.14
Current,D,9000,6,0.21,0.14
Current,D,4500,3,0.2333,0.14
Current,D,7500,5,0.18,0.14
Current,D,3000,3,0.2,0.14
Current,D,2500,2,0.2,0.14
Current,D,9825,3,0.2865,0.14
Current,D,12500,2,0.2,0.14
Current,D,5000,2,0.205,0.14
Current,D,3000,2,0.205,0.14
Current,D,2500,1,0.1239,0.14
Current,D,3000,0,0.185,0.14
Current,E,3500,4,0.249,0.14
Current,E,3000,1,0.26,0.14
Current,E,3001,2,0.23,0.14
Current,E,1495,2,0.24,0.14
Current,E,3000,1,0.197,0.14
Current,E,3000,2,0.2621,0.14
Current,E,1800,7,0.1575,0.14
Current,E,1600,1,0.18,0.14
Current,E,2000,4,0.24,0.14
Current,E,3000,3,0.22,0.14
Current,E,5099,1,0.26,0.14
Current,E,6001,1,0.23,0.14
Current,E,1200,1,0.167,0.14
Current,E,3050,7,0.285,0.14
Current,E,1391,7,0.25,0.14
Current,E,2800,8,0.23,0.14
Current,E,1425,3,0.1845,0.14
Current,E,1700,3,0.23,0.14
Current,E,2550,1,0.27,0.14
Current,E,3000,7,0.25,0.14
Current,E,1000,1,0.14,0.14
Current,E,1900,6,0.2475,0.14
Current,E,3000,4,0.2895,0.14
Current,E,3500,5,0.29,0.14
Current,E,3000,5,0.218,0.14
Current,E,2000,5,0.29,0.14
Current,E,2550,5,0.29,0.14
Current,E,1000,5,0.25,0.14
Current,E,2000,5,0.2244,0.14
Current,E,2551,6,0.2875,0.14
Current,E,2000,6,0.0875,0.14
Current,E,4250,4,0.29,0.14
Current,E,3000,3,0.287,0.14
Current,HR,1000,6,0.2875,0.14
Current,HR,1000,5,0.26,0.14
Current,HR,1000,4,0.25,0.14
Current,HR,1500,1,0.1945,0.14
Current,HR,1200,7,0.2475,0.14
Current,HR,2550,6,0.2825,0.14
Current,HR,1200,6,0.2875,0.14
Current,HR,3200,4,0.29,0.14
Current,HR,2550,7,0.28,0.14
Current,HR,2600,5,0.2963,0.14
Current,HR,2000,6,0.2475,0.14
Current,HR,3000,1,0.29,0.14
Current,HR,1000,3,0.29,0.14
Current,HR,7500,2,0.195,0.14
Current,HR,2025,1,0.1925,0.14
Current,HR,3500,2,0.29,0.14
Current,HR,1000,1,0.29,0.14
Current,HR,1000,2,0.05,0.14
Current,HR,1300,8,0.2375,0.14
Current,HR,6001,3,0.22,0.14
Current,HR,2500,1,0.205,0.14
Current,HR,1000,2,0.045,0.14
Current,HR,2500,2,0.11,0.14
Current,HR,1000,2,0.15,0.14
Current,HR,1000,2,0.17,0.14
Current,HR,1500,1,0.2,0.14
Current,HR,8000,3,0.2725,0.14
Current,HR,3500,2,0.29,0.14
Current,HR,1500,1,0.29,0.14
Default,HR,3000,7,0.28,0.14
Late,E,3001,7,0.284,0.14
Late,E,2500,4,0.29,0.14
Late,E,3300,5,0.29,0.14
Late,HR,4500,5,0.29,0.14
Late,HR,5100,7,0.29,0.14
Late,HR,2000,4,0.23,0.14
Late,D,1500,7,0.14,0.14
Late,E,3000,5,0.29,0.14
Late,C,5000,7,0.233,0.14
Late,D,7000,6,0.26,0.14
Late,HR,1000,5,0.29,0.14
Late,NC,3300,5,0.29,0.14
Late,HR,1200,4,0.29,0.14
Late,NC,2000,4,0.29,0.14
Current,D,9999,9,0.25,0.141
Late,E,5000,9,0.35,0.141
Current,C,1000,8,0.1575,0.142
Current,C,8500,8,0.16,0.142
Current,AA,3500,10,0.0752,0.143
Current,C,3500,8,0.16,0.143
Default,C,2000,9,0.23,0.143
Default,HR,3000,10,0.3575,0.143
Current,A,4000,9,0.0922,0.144
Current,AA,12500,11,0.0625,0.144
Current,B,1200,10,0.09,0.144
Current,E,15000,8,0.2275,0.144
Current,D,3000,9,0.23,0.145
Current,E,1000,8,0.2375,0.145
Current,HR,1500,10,0.22,0.145
Current,HR,2000,10,0.1575,0.145
Late,B,10000,8,0.23,0.145
Current,AA,5000,11,0.06,0.146
Current,C,3000,10,0.105,0.146
Current,E,3500,8,0.2375,0.146
Current,A,2000,8,0.108,0.147
Current,D,3000,8,0.2375,0.147
Current,D,7500,8,0.2375,0.147
Late,D,3700,9,0.2,0.147
Current,AA,14950,10,0.075,0.148
Current,AA,10200,9,0.0995,0.149
Current,D,6000,9,0.25,0.149
Current,E,3000,8,0.2375,0.149
Current,A,12000,5,0.1141,0.15
Current,A,3000,5,0.109,0.15
Current,A,10000,5,0.18,0.15
Current,A,4500,1,0.0824,0.15
Current,A,7000,6,0.119,0.15
Current,A,5000,2,0.105,0.15
Current,A,6000,6,0.1076,0.15
Current,A,9000,2,0.1025,0.15
Current,A,5000,3,0.09,0.15
Current,A,3099,1,0.09,0.15
Current,AA,6000,2,0.087,0.15
Current,AA,9500,4,0.0962,0.15
Current,AA,18500,2,0.1075,0.15
Current,AA,5000,4,0.0849,0.15
Current,AA,10001,8,0.0883,0.15
Current,AA,10000,4,0.1565,0.15
Current,AA,15000,8,0.1163,0.15
Current,AA,5000,4,0.0912,0.15
Current,AA,3000,7,0.16,0.15
Current,AA,3000,1,0.07,0.15
Current,AA,3000,5,0.085,0.15
Current,B,2500,10,0.15,0.15
Current,B,2550,4,0.1324,0.15
Current,B,3000,6,0.125,0.15
Current,B,7500,7,0.132,0.15
Current,B,10000,4,0.119,0.15
Current,B,5700,5,0.145,0.15
Current,B,5000,5,0.1095,0.15
Current,B,10000,2,0.16,0.15
Current,B,15500,4,0.1423,0.15
Current,C,5000,4,0.14,0.15
Current,C,10000,1,0.13,0.15
Current,C,5750,2,0.075,0.15
Current,C,3350,1,0.1275,0.15
Current,C,1000,3,0.0995,0.15
Current,C,6001,3,0.18,0.15
Current,C,4000,6,0.16,0.15
Current,C,5500,8,0.155,0.15
Current,C,4500,8,0.155,0.15
Current,C,25000,6,0.09,0.15
Current,C,3500,4,0.14,0.15
Current,C,4000,7,0.15,0.15
Current,C,3001,5,0.158,0.15
Current,C,1000,6,0.0775,0.15
Current,C,3001,6,0.15,0.15
Current,C,10000,5,0.15,0.15
Current,C,2105,1,0.15,0.15
Current,C,5000,4,0.145,0.15
Current,C,2880,5,0.16,0.15
Current,C,4674,5,0.19,0.15
Current,C,3000,5,0.128,0.15
Current,C,15000,6,0.1775,0.15
Current,C,3000,6,0.16,0.15
Current,C,3500,8,0.221,0.15
Current,C,2000,4,0.133,0.15
Current,D,5000,3,0.194,0.15
Current,D,3000,3,0.1945,0.15
Current,D,1000,8,0.1575,0.15
Current,D,3000,6,0.1775,0.15
Current,D,2550,3,0.23,0.15
Current,D,3000,8,0.1575,0.15
Current,D,5000,7,0.1493,0.15
Current,D,5000,6,0.1775,0.15
Current,D,4450,6,0.25,0.15
Current,D,9000,4,0.24,0.15
Current,D,5000,7,0.2095,0.15
Current,D,7000,7,0.17,0.15
Current,D,8000,5,0.26,0.15
Current,D,4600,3,0.17,0.15
Current,D,8000,5,0.2364,0.15
Current,D,10000,7,0.22,0.15
Current,D,12500,1,0.17,0.15
Current,D,4000,2,0.17,0.15
Current,D,4500,3,0.21,0.15
Current,D,2550,2,0.2,0.15
Current,D,7000,2,0.18,0.15
Current,D,2500,1,0.17,0.15
Current,D,6001,4,0.2175,0.15
Current,D,2500,4,0.1675,0.15
Current,D,10000,1,0.27,0.15
Current,E,2550,1,0.21,0.15
Current,E,5000,1,0.24,0.15
Current,E,2000,1,0.27,0.15
Current,E,2500,1,0.17,0.15
Current,E,3300,11,0.15,0.15
Current,E,3500,1,0.24,0.15
Current,E,2000,1,0.24,0.15
Current,E,4000,2,0.29,0.15
Current,E,6500,1,0.21,0.15
Current,E,3001,3,0.232,0.15
Current,E,1700,3,0.2,0.15
Current,E,12000,3,0.23,0.15
Current,E,1000,2,0.1883,0.15
Current,E,2000,1,0.225,0.15
Current,E,2750,6,0.24,0.15
Current,E,1800,1,0.182,0.15
Current,E,2000,4,0.23,0.15
Current,E,5000,2,0.29,0.15
Current,E,4000,3,0.279,0.15
Current,E,3800,4,0.169,0.15
Current,E,3000,4,0.2,0.15
Current,E,3500,4,0.27,0.15
Current,E,6200,6,0.2375,0.15
Current,E,2900,6,0.28,0.15
Current,E,3000,7,0.1875,0.15
Current,E,2000,7,0.2575,0.15
Current,E,8000,3,0.19,0.15
Current,E,2000,3,0.204,0.15
Current,E,2203,3,0.22,0.15
Current,E,3000,5,0.24,0.15
Current,E,2000,6,0.2075,0.15
Current,E,3000,6,0.2875,0.15
Current,E,10000,2,0.27,0.15
Current,E,3000,3,0.29,0.15
Current,E,20000,2,0.29,0.15
Current,E,2800,4,0.29,0.15
Current,E,3500,4,0.285,0.15
Current,E,3000,6,0.2743,0.15
Current,E,4000,7,0.1888,0.15
Current,E,1600,7,0.2475,0.15
Current,E,7500,2,0.27,0.15
Current,E,1200,3,0.23,0.15
Current,HR,2750,6,0.28,0.15
Current,HR,1600,3,0.16,0.15
Current,HR,2500,6,0.2875,0.15
Current,HR,3500,5,0.29,0.15
Current,HR,3031,5,0.29,0.15
Current,HR,1500,3,0.26,0.15
Current,HR,1500,4,0.25,0.15
Current,HR,1025,4,0.11,0.15
Current,HR,2000,1,0.22,0.15
Current,HR,2550,3,0.2895,0.15
Current,HR,3700,2,0.17,0.15
Current,HR,4000,3,0.28,0.15
Current,HR,2500,2,0.23,0.15
Current,HR,1000,1,0.175,0.15
Current,HR,3750,1,0.22,0.15
Current,HR,2500,2,0.29,0.15
Current,HR,1000,1,0.2,0.15
Current,HR,1000,1,0.1675,0.15
Current,HR,1000,1,0.15,0.15
Current,HR,2600,1,0.29,0.15
Current,HR,1000,1,0.2,0.15
Current,HR,1500,1,0.285,0.15
Late,E,10001,5,0.29,0.15
Late,HR,3000,6,0.2875,0.15
Late,B,3000,6,0.127,0.15
Late,C,6000,5,0.2295,0.15
Late,D,6000,6,0.24,0.15
Late,E,5000,2,0.29,0.15
Late,E,3000,4,0.29,0.15
Late,HR,3000,5,0.19,0.15
Late,HR,1200,2,0.15,0.15
Current,A,5000,9,0.1,0.151
Current,A,1000,8,0.131,0.151
Current,D,2600,9,0.1995,0.151
Current,E,5000,10,0.27,0.151
Late,E,5000,9,0.35,0.151
Current,A,10500,10,0.0885,0.152
Current,D,3000,8,0.1795,0.152
Default,B,10000,11,0.1115,0.152
Default,HR,3001,8,0.2375,0.152
Late,E,7000,8,0.2375,0.153
Current,B,15000,8,0.1425,0.154
Current,D,2000,8,0.1895,0.154
Late,E,6001,9,0.2375,0.154
Current,B,7000,11,0.117,0.155
Current,E,1000,8,0.18,0.155
Current,A,10000,8,0.0985,0.156
Default,B,15001,9,0.1425,0.156
Current,D,6000,8,0.2375,0.157
Current,C,6500,10,0.146,0.158
Current,C,5000,8,0.155,0.159
Late,E,3001,8,0.23,0.159
Current,A,4000,6,0.107,0.16
Current,A,4200,7,0.0925,0.16
Current,A,6001,5,0.1002,0.16
Current,A,25000,8,0.115,0.16
Current,A,2000,1,0.09,0.16
Current,A,8000,6,0.095,0.16
Current,A,2000,6,0.1,0.16
Current,A,10000,3,0.169,0.16
Current,A,2025,5,0.0895,0.16
Current,A,3000,2,0.1,0.16
Current,A,6000,2,0.11,0.16
Current,A,4000,7,0.0992,0.16
Current,AA,5000,1,0.082,0.16
Current,AA,1000,6,0.0775,0.16
Current,AA,7800,1,0.085,0.16
Current,AA,22000,1,0.145,0.16
Current,AA,10001,4,0.0959,0.16
Current,AA,4400,1,0.0815,0.16
Current,AA,3033,3,0.08,0.16
Current,AA,10000,5,0.0969,0.16
Current,AA,10001,5,0.1375,0.16
Current,AA,3000,6,0.08,0.16
Current,AA,25000,8,0.1438,0.16
Current,AA,22000,5,0.1065,0.16
Current,AA,5000,3,0.115,0.16
Current,AA,1500,4,0.08,0.16
Current,AA,16000,8,0.1825,0.16
Current,B,10000,3,0.15,0.16
Current,B,11000,7,0.129,0.16
Current,B,5000,5,0.16,0.16
Current,B,2500,5,0.121,0.16
Current,B,1000,4,0.115,0.16
Current,B,5000,4,0.1145,0.16
Current,B,7000,3,0.138,0.16
Current,B,6001,4,0.123,0.16
Current,B,1500,5,0.1075,0.16
Current,B,5000,7,0.115,0.16
Current,B,6000,7,0.14,0.16
Current,B,4000,5,0.1065,0.16
Current,B,10000,3,0.183,0.16
Current,C,7700,5,0.1725,0.16
Current,C,2550,2,0.143,0.16
Current,C,16500,2,0.1498,0.16
Current,C,3000,2,0.14,0.16
Current,C,5000,4,0.1394,0.16
Current,C,3500,1,0.14,0.16
Current,C,5000,4,0.16,0.16
Current,C,2500,6,0.1175,0.16
Current,C,5000,3,0.143,0.16
Current,C,10000,4,0.1925,0.16
Current,C,5000,5,0.139,0.16
Current,C,6000,3,0.17,0.16
Current,C,4600,5,0.12,0.16
Current,C,5000,5,0.18,0.16
Current,C,7000,4,0.17,0.16
Current,C,5000,5,0.2,0.16
Current,C,5000,5,0.225,0.16
Current,D,4500,1,0.1785,0.16
Current,D,2500,7,0.199,0.16
Current,D,5000,8,0.2075,0.16
Current,D,3000,6,0.2075,0.16
Current,D,5000,5,0.25,0.16
Current,D,10000,5,0.19,0.16
Current,D,2500,5,0.1495,0.16
Current,D,8250,5,0.25,0.16
Current,D,3800,5,0.22,0.16
Current,D,7800,1,0.22,0.16
Current,D,5500,3,0.195,0.16
Current,D,3000,8,0.1625,0.16
Current,D,2000,2,0.16,0.16
Current,D,3100,2,0.196,0.16
Current,D,1875,2,0.1845,0.16
Current,D,1800,6,0.1175,0.16
Current,D,2000,8,0.19,0.16
Current,D,10101,7,0.2875,0.16
Current,D,1550,6,0.17,0.16
Current,D,6001,6,0.2375,0.16
Current,D,2750,4,0.2,0.16
Current,D,3000,4,0.2,0.16
Current,D,3000,7,0.2715,0.16
Current,D,9400,5,0.175,0.16
Current,D,1500,3,0.17,0.16
Current,D,5000,6,0.2875,0.16
Current,D,5000,5,0.2105,0.16
Current,D,8000,3,0.2,0.16
Current,D,5000,3,0.222,0.16
Current,D,3000,8,0.15,0.16
Current,D,7000,1,0.2,0.16
Current,D,2000,2,0.22,0.16
Current,D,6000,1,0.23,0.16
Current,D,6001,8,0.202,0.16
Current,D,3001,7,0.1795,0.16
Current,D,5000,1,0.212,0.16
Current,E,6000,1,0.29,0.16
Current,E,2500,1,0.24,0.16
Current,E,3000,1,0.23,0.16
Current,E,1300,1,0.17,0.16
Current,E,3500,1,0.27,0.16
Current,E,2500,1,0.24,0.16
Current,E,2600,7,0.23,0.16
Current,E,4400,1,0.15,0.16
Current,E,3500,1,0.23,0.16
Current,E,1000,2,0.2,0.16
Current,E,2500,6,0.184,0.16
Current,E,3000,3,0.29,0.16
Current,E,6500,4,0.29,0.16
Current,E,8000,3,0.27,0.16
Current,E,5000,3,0.19,0.16
Current,E,2000,5,0.29,0.16
Current,E,3000,3,0.2715,0.16
Current,E,5000,1,0.29,0.16
Current,E,1000,1,0.15,0.16
Current,E,2300,4,0.29,0.16
Current,E,1000,1,0.14,0.16
Current,E,2550,4,0.225,0.16
Current,E,7000,2,0.27,0.16
Current,E,3869,1,0.23,0.16
Current,E,4500,4,0.29,0.16
Current,E,3500,2,0.29,0.16
Current,E,3000,4,0.174,0.16
Current,E,4500,6,0.2475,0.16
Current,E,5000,6,0.24,0.16
Current,E,1000,3,0.264,0.16
Current,E,1750,3,0.2975,0.16
Current,E,3700,4,0.29,0.16
Current,E,3000,5,0.29,0.16
Current,E,1250,6,0.2,0.16
Current,E,1205,6,0.2375,0.16
Current,E,3001,5,0.29,0.16
Current,E,1600,7,0.192,0.16
Current,E,5000,7,0.2,0.16
Current,E,2025,8,0.2375,0.16
Current,E,3000,3,0.259,0.16
Current,E,3000,3,0.28,0.16
Current,E,2000,2,0.25,0.16
Current,HR,1000,1,0.17,0.16
Current,HR,2000,3,0.29,0.16
Current,HR,3001,3,0.29,0.16
Current,HR,1000,6,0.2,0.16
Current,HR,1400,3,0.25,0.16
Current,HR,1000,1,0.07,0.16
Current,HR,4000,7,0.2875,0.16
Current,HR,1000,5,0.29,0.16
Current,HR,1250,2,0.24,0.16
Current,HR,5000,6,0.28,0.16
Current,HR,2550,7,0.26,0.16
Current,HR,2000,4,0.29,0.16
Current,HR,1000,2,0.23,0.16
Current,HR,1500,2,0.25,0.16
Current,HR,3500,4,0.25,0.16
Current,HR,5800,2,0.2295,0.16
Current,HR,1600,1,0.2198,0.16
Current,HR,3001,6,0.2875,0.16
Current,HR,2500,4,0.2,0.16
Current,HR,3000,5,0.29,0.16
Current,HR,3000,3,0.29,0.16
Current,HR,4000,3,0.29,0.16
Current,HR,1000,2,0.2,0.16
Current,HR,1000,2,0.28,0.16
Current,HR,2000,1,0.23,0.16
Current,HR,1500,2,0.29,0.16
Current,HR,1000,1,0.23,0.16
Current,HR,2550,1,0.2,0.16
Current,HR,1750,1,0.17,0.16
Current,HR,2950,1,0.21,0.16
Default,E,6100,7,0.2275,0.16
Default,E,3000,7,0.22,0.16
Default,HR,1000,8,0.2375,0.16
Late,C,5000,4,0.2,0.16
Late,HR,6500,5,0.2875,0.16
Late,HR,2550,5,0.29,0.16
Late,HR,2550,8,0.2875,0.16
Late,D,5875,9,0.2375,0.16
Late,D,3000,7,0.149,0.16
Late,E,5000,5,0.29,0.16
Late,HR,1000,4,0.29,0.16
Late,E,3000,5,0.284,0.16
Late,E,2575,6,0.255,0.16
Late,E,1000,7,0.25,0.16
Late,E,3000,10,0.25,0.16
Late,E,3000,7,0.2875,0.16
Late,HR,2000,2,0.29,0.16
Current,B,5000,8,0.1175,0.161
Current,E,2250,8,0.2375,0.161
Current,C,8000,9,0.1995,0.162
Current,C,5000,11,0.15,0.162
Current,HR,2600,8,0.2375,0.162
Late,D,2500,8,0.19,0.163
Late,C,7000,9,0.2,0.163
Current,B,1500,8,0.113,0.164
Current,B,15000,9,0.1425,0.164
Current,A,15000,10,0.0995,0.165
Current,B,10000,11,0.1,0.165
Current,D,3000,10,0.16,0.165
Current,D,4000,9,0.19,0.165
Current,D,7500,10,0.27,0.166
Current,B,5000,10,0.15,0.167
Current,D,8800,11,0.21,0.167
Current,D,4000,9,0.1555,0.167
Current,HR,1000,8,0.215,0.167
Late,A,2500,8,0.1,0.167
Current,A,14500,10,0.094,0.168
Current,D,4000,11,0.18,0.168
Current,D,3600,9,0.175,0.168
Current,E,2000,10,0.1775,0.168
Current,HR,3000,8,0.2,0.168
Current,B,5750,8,0.129,0.169
Current,B,8000,9,0.2,0.169
Current,A,2550,2,0.09,0.17
Current,A,10000,6,0.105,0.17
Current,A,10000,6,0.12,0.17
Current,A,1000,6,0.115,0.17
Current,A,25000,3,0.1197,0.17
Current,A,5000,10,0.1,0.17
Current,A,10000,6,0.1125,0.17
Current,A,3000,6,0.087,0.17
Current,A,7500,6,0.1095,0.17
Current,A,25000,5,0.124,0.17
Current,A,5000,7,0.1053,0.17
Current,A,8000,3,0.1,0.17
Current,A,25000,8,0.15,0.17
Current,A,3500,5,0.1,0.17
Current,A,25000,2,0.1245,0.17
Current,A,5000,1,0.114,0.17
Current,A,7000,7,0.11,0.17
Current,AA,2300,6,0.0739,0.17
Current,AA,17000,2,0.1018,0.17
Current,AA,20000,2,0.2,0.17
Current,AA,6500,5,0.0862,0.17
Current,AA,2500,2,0.0795,0.17
Current,AA,5000,4,0.095,0.17
Current,AA,3135,5,0.09,0.17
Current,AA,12400,1,0.0854,0.17
Current,AA,25000,2,0.11,0.17
Current,AA,5000,4,0.0989,0.17
Current,AA,4250,5,0.1,0.17
Current,AA,7000,4,0.11,0.17
Current,AA,2500,7,0.089,0.17
Current,B,2700,3,0.1255,0.17
Current,B,5000,5,0.115,0.17
Current,B,3000,4,0.1195,0.17
Current,B,2500,3,0.108,0.17
Current,B,5000,7,0.199,0.17
Current,B,3000,4,0.089,0.17
Current,B,8000,3,0.11,0.17
